Tabla;Campo;Var Type;Utilizado;Campo en Json;Mapeo api endpoint;Cobertura;Column 8;Observaciones;;;;;;;;;;;;;;;;;
wms_logistic_delivery_ranges;carrier;bigint unsigned;SI;carrierId;https://delivery.janis.in/api/time-slot;Completa;wms_logistic_delivery_ranges carrier;;;;;;;;;;;;;;;;;;
wms_logistic_delivery_ranges;time_start;char(5);SI;initialTime;https://delivery.janis.in/api/time-slot;Completa;wms_logistic_delivery_ranges time_start;Formato HH:MM;;;;;;;;;;;;;;;;;
wms_logistic_delivery_ranges;time_end;char(5);SI;finalTime;https://delivery.janis.in/api/time-slot;Completa;wms_logistic_delivery_ranges time_end;Formato HH:MM;;;;;;;;;;;;;;;;;
wms_logistic_delivery_ranges;status;smallint;SI;status;https://delivery.janis.in/api/time-slot;Completa;wms_logistic_delivery_ranges status;;;;;;;;;;;;;;;;;;
wms_order_payments;id;bigint unsigned;SI;payments[].id;GET https://oms.janis.in/api/order/{id};Completa;wms_order_payments id;;;;;;;;;;;;;;;;;;
wms_order_payments;order_id;bigint unsigned;SI;id (orden padre);GET https://oms.janis.in/api/order/{id};Completa;wms_order_payments order_id;;;;;;;;;;;;;;;;;;
wms_order_payments;tid;varchar(100);SI;payments[].tid;GET https://oms.janis.in/api/order/{id};Completa;wms_order_payments tid;;;;;;;;;;;;;;;;;;
wms_order_payments;payment_system;varchar(50);SI;payments[].paymentSystemCommerceId;GET https://oms.janis.in/api/order/{id};Completa;wms_order_payments payment_system;;;;;;;;;;;;;;;;;;
wms_order_payments;payment_system_name;varchar(100);SI;payments[].paymentSystemName;GET https://oms.janis.in/api/order/{id};Completa;wms_order_payments payment_system_name;;;;;;;;;;;;;;;;;;
wms_order_payments;payment_group;varchar(100);SI;payments[].paymentGroup;GET https://oms.janis.in/api/order/{id};Completa;wms_order_payments payment_group;;;;;;;;;;;;;;;;;;
wms_order_payments;cc_bank;varchar(50);SI;payments[].acquirer;GET https://oms.janis.in/api/order/{id};Parcial;wms_order_payments cc_bank;Campo acquirer puede contener banco adquirente;;;;;;;;;;;;;;;;;
wms_order_payments;cc_brand;varchar(50);SI;payments[].paymentSystemName;GET https://oms.janis.in/api/order/{id};Parcial;wms_order_payments cc_brand;Marca de tarjeta en paymentSystemName (Visa, Mastercard, etc);;;;;;;;;;;;;;;;;
wms_order_payments;cc_type;varchar(50);SI;payments[].paymentGroup;GET https://oms.janis.in/api/order/{id};Parcial;wms_order_payments cc_type;Tipo de tarjeta en paymentGroup (Credit Card, Debit Card);;;;;;;;;;;;;;;;;
wms_order_payments;auth_id;varchar(255);SI;payments[].authorizationId;GET https://oms.janis.in/api/order/{id};Completa;wms_order_payments auth_id;;;;;;;;;;;;;;;;;;
wms_order_payments;authorization_code;varchar(100);SI;N/A;N/A;Restante;wms_order_payments authorization_code;;;;;;;;;;;;;;;;;;
wms_order_payments_connector_responses;id;bigint unsigned;SI;payments[].authorizationId;https://oms.janis.in/api/order;;wms_order_payments_connector_responses id;;" ""connectorResponses"": {
            ""authId"": ""0123175016726209"",
            ""Message"": ""Approved or Completed Successfully"",
            ""nsu"": ""726209"",
            ""ReturnCode"": ""000"",
            ""Tid"": ""f551cdbc-d1a2-411e-9c39-dd7f6051cb59""
          }";;;;;;;;;;;;;;;;
wms_order_payments_connector_responses;payment_id;bigint unsigned;SI;payments[].id;https://oms.janis.in/api/order;Completa;wms_order_payments_connector_responses payment_id;ID del payment al que pertenece la respuesta;;;;;;;;;;;;;;;;;
wms_order_payments_connector_responses;parent;bigint unsigned;SI;Null;https://oms.janis.in/api/order;;wms_order_payments_connector_responses parent;Ignorar llega en Null;;;;;;;;;;;;;;;;;
wms_order_payments_connector_responses;field;varchar(255);SI;payments[].connectorResponses.{key};https://oms.janis.in/api/order;Completa;wms_order_payments_connector_responses field;Nombre del campo (key del objeto JSON);;;;;;;;;;;;;;;;;
wms_order_payments_connector_responses;value;text;SI;payments[].connectorResponses.{value};https://oms.janis.in/api/order;Completa;wms_order_payments_connector_responses value;Valor del campo (value del objeto JSON);;;;;;;;;;;;;;;;;
wms_order_custom_data_fields;id;bigint unsigned;SI;customData;https://oms.janis.in/api/order;;wms_order_custom_data_fields id;;;;;;;;;;;;;;;;;;
wms_order_custom_data_fields;order_id;bigint unsigned;SI;id;https://oms.janis.in/api/order;Completa;wms_order_custom_data_fields order_id;ID de la orden;;;;;;;;;;;;;;;;;
wms_order_custom_data_fields;app_id;varchar(100);SI;customData.{appId};https://oms.janis.in/api/order;Completa;wms_order_custom_data_fields app_id;Key del primer nivel de customData (ej: mega-integracion, vtex);;;;;;;;;;;;;;;;;
wms_order_custom_data_fields;field;varchar(100);SI;customData.{appId}.{field};https://oms.janis.in/api/order;Completa;wms_order_custom_data_fields field;Key del segundo nivel (ej: tipoEntregaSticker);;;;;;;;;;;;;;;;;
wms_order_custom_data_fields;value;text;SI;customData.{appId}.{field}.value;https://oms.janis.in/api/order;Completa;wms_order_custom_data_fields value;Value del campo personalizado;;;;;;;;;;;;;;;;;
products;id;bigint unsigned;SI;id;https://catalog.janis.in/api/product;Parcial;products id;Conversión bigint → string, valores diferentes por diseño;;;;;;;;;;;;;;;;;
products;ref_id;varchar(100);SI;referenceId;https://catalog.janis.in/api/product;Completa;products ref_id;;;;;;;;;;;;;;;;;;
products;vtex_id;bigint unsigned;SI;commerceId;https://catalog.janis.in/api/product;Completa;products vtex_id;ID de VTEX;;;;;;;;;;;;;;;;;
products;ref_code;varchar(100);SI;code;https://catalog.janis.in/api/product;Parcial;products ref_code;Requiere confirmación del campo exacto en API;;;;;;;;;;;;;;;;;
products;name;varchar(150);SI;name;https://catalog.janis.in/api/product;Completa;products name;;;;;;;;;;;;;;;;;;
products;alt_name;varchar(150);SI;title;https://catalog.janis.in/api/product;Completa;products alt_name;;;;;;;;;;;;;;;;;;
products;erp_category;bigint unsigned;SI;N/A;https://catalog.janis.in/api/product;Restante;products erp_category;No existe en V2, Cenco no lo utiliza;;;;;;;;;;;;;;;;;
products;category;bigint unsigned;SI;categoryId;https://catalog.janis.in/api/product;Completa;products category;Conversión bigint → string;;;;;;;;;;;;;;;;;
products;erp_brand;bigint unsigned;SI;N/A;https://catalog.janis.in/api/product;Restante;products erp_brand;No existe en V2, Cenco no lo utiliza;;;;;;;;;;;;;;;;;
products;brand;bigint unsigned;SI;brandId;https://catalog.janis.in/api/product;Completa;products brand;Conversión bigint → string;;;;;;;;;;;;;;;;;
products;supplier;bigint unsigned;SI;N/A;https://catalog.janis.in/api/product;Restante;products supplier;No existe en V2, Cenco no lo utiliza;;;;;;;;;;;;;;;;;
products;description;text;SI;description;https://catalog.janis.in/api/product;Completa;products description;;;;;;;;;;;;;;;;;;
products;description_short;varchar(255);SI;shortDescription;https://catalog.janis.in/api/product;Parcial;products description_short;Requiere confirmación del campo exacto;;;;;;;;;;;;;;;;;
products;infinite_stock;tinyint(1);SI;hasInfiniteStock;https://catalog.janis.in/api/product;Parcial;products infinite_stock;Conversión tinyint(1) → boolean, requiere confirmación;;;;;;;;;;;;;;;;;
products;sales_channels;varchar(255);SI;salesChannels;https://catalog.janis.in/api/product;Completa;products sales_channels;;;;;;;;;;;;;;;;;;
products;cart_limit;int unsigned;SI;N/A;https://catalog.janis.in/api/product;Restante;products cart_limit;;;;;;;;;;;;;;;;;;
products;min_stock;int;SI;N/A;https://catalog.janis.in/api/product;Restante;products min_stock;;;;;;;;;;;;;;;;;;
products;status;bigint;SI;status;https://catalog.janis.in/api/product;Completa;products status;Conversión tinyint → string;;;;;;;;;;;;;;;;;
products;date_modified;bigint;SI;dateModified;https://catalog.janis.in/api/product;Completa;products date_modified;Conversión bigint timestamp → ISO 8601;;;;;;;;;;;;;;;;;
products;user_modified;bigint unsigned;SI;userModified;https://catalog.janis.in/api/product;Completa;products user_modified;Conversión bigint → string;;;;;;;;;;;;;;;;;
skus;id;bigint unsigned;SI;id;GET https://catalog.janis.in/api/sku;Completa;Conversión bigint → string;Conversión bigint → string;;;;;;;;;;;;;;;;;
skus;ord;int unsigned;SI;N/A;GET https://catalog.janis.in/api/sku;;Campo de ordenamiento, puede derivarse del orden en respuesta;Valor hardcodeado en V1 / descartar;;;;;;;;;;;;;;;;;
skus;ref_id;varchar(100);SI;referenceId;GET https://catalog.janis.in/api/sku;Completa;ID de referencia del SKU;ID de referencia del SKU;;;;;;;;;;;;;;;;;
skus;vtex_id;int unsigned;SI;commerceId;GET https://catalog.janis.in/api/sku;Completa;ID del sistema de comercio (VTEX);ID del sistema de comercio (VTEX);;;;;;;;;;;;;;;;;
skus;stock_erp_id;varchar(50);SI;attributes[?];GET https://catalog.janis.in/api/sku/{id}/attribute;Parcial;Posiblemente en atributos personalizados - requiere consulta adicional;Posiblemente en atributos personalizados - requiere consulta adicional;;;;;;;;;;;;;;;;;
skus;ean;varchar(65);SI;eans[0];GET https://catalog.janis.in/api/sku;Completa;API soporta múltiples EANs (array), tomar primer elemento;API soporta múltiples EANs (array), tomar primer elemento;;;;;;;;;;;;;;;;;
skus;product;bigint unsigned;SI;product;GET https://catalog.janis.in/api/sku;Completa;ID del producto padre;ID del producto padre;;;;;;;;;;;;;;;;;
skus;name;varchar(150);SI;name;GET https://catalog.janis.in/api/sku;Completa;Nombre del SKU;Nombre del SKU;;;;;;;;;;;;;;;;;
skus;alt_name;varchar(150);SI;attributes[?];GET https://catalog.janis.in/api/sku/{id}/attribute;Parcial;Nombre alternativo, posiblemente en atributos personalizados;Nombre alternativo, posiblemente en atributos personalizados;;;;;;;;;;;;;;;;;
skus;height;float(8,2) unsigned;SI;measures.height;GET https://catalog.janis.in/api/sku;Completa;Altura en objeto anidado measures;Altura en objeto anidado measures;;;;;;;;;;;;;;;;;
skus;length;float(8,2) unsigned;SI;measures.depth;GET https://catalog.janis.in/api/sku;Completa;"API usa ""depth"" en lugar de ""length""";"API usa ""depth"" en lugar de ""length""";;;;;;;;;;;;;;;;;
skus;width;float(8,2) unsigned;SI;measures.width;GET https://catalog.janis.in/api/sku;Completa;Ancho en objeto anidado measures;Ancho en objeto anidado measures;;;;;;;;;;;;;;;;;
skus;weight;float(8,2) unsigned;SI;measures.weight;GET https://catalog.janis.in/api/sku;Completa;Peso en objeto anidado measures;Peso en objeto anidado measures;;;;;;;;;;;;;;;;;
skus;shipment_packages;bigint;SI;packageMeasures;GET https://catalog.janis.in/api/sku;Completa;Objeto completo con medidas de paquete (height, width, depth, weight);Objeto completo con medidas de paquete (height, width, depth, weight);;;;;;;;;;;;;;;;;
skus;measurement_unit;bigint unsigned;SI;measurementUnit;GET https://catalog.janis.in/api/sku;Completa;API devuelve código, BD almacena ID (requiere catálogo de unidades);API devuelve código, BD almacena ID (requiere catálogo de unidades);;;;;;;;;;;;;;;;;
skus;measurement_unit_un;bigint unsigned;SI;sellingMeasurementUnit;GET https://catalog.janis.in/api/sku;Completa;Unidad de medida de venta;Unidad de medida de venta;;;;;;;;;;;;;;;;;
skus;unit_multiplier;float(7,5) unsigned;SI;unitMultiplier;GET https://catalog.janis.in/api/sku;Completa;Multiplicador de unidad real;Multiplicador de unidad real;;;;;;;;;;;;;;;;;
skus;unit_multiplier_un;float(12,5) unsigned;SI;sellingUnitMultiplier;GET https://catalog.janis.in/api/sku;Completa;Multiplicador de unidad de venta;Multiplicador de unidad de venta;;;;;;;;;;;;;;;;;
skus;eta;varchar(10);SI;expirationDays;GET https://catalog.janis.in/api/sku;Completa;Días de expiración del producto;Días de expiración del producto;;;;;;;;;;;;;;;;;
skus;picking_unit;smallint unsigned;SI;measurementUnit (derivado);GET https://catalog.janis.in/api/sku;Parcial;Puede derivarse de measurementUnit o sellingMeasurementUnit;Puede derivarse de measurementUnit o sellingMeasurementUnit;;;;;;;;;;;;;;;;;
skus;cart_limit;int unsigned;SI;N/A;N/A;Nula;Límite de unidades en carrito - requiere investigación;No se tiene;;;;;;;;;;;;;;;;;
skus;stock_base_measurement_unit;bigint unsigned;SI;measurementUnit;GET https://catalog.janis.in/api/sku;Parcial;Puede ser el mismo que measurement_unit;Puede ser el mismo que measurement_unit;;;;;;;;;;;;;;;;;
skus;pack_units;smallint unsigned;SI;attributes[?];GET https://catalog.janis.in/api/sku/{id}/attribute;Parcial;Unidades por paquete, posiblemente en atributos;Unidades por paquete, posiblemente en atributos;;;;;;;;;;;;;;;;;
skus;legal_measurement_unit;varchar(5);SI;measurementUnit;GET https://catalog.janis.in/api/sku;Completa;❌ BRECHA CRÍTICA: Unidad de medida legal para facturación - Escalar a Janis;;;;;;;;;;;;;;;;;;
skus;legal_unit_multiplier;float(8,3);SI;N/A;GET https://catalog.janis.in/api/sku;Restante;❌ BRECHA CRÍTICA: Multiplicador de unidad legal - Escalar a Janis;Chequeo por parte de Janis;;;;;;;;;;;;;;;;;
skus;min_stock;int unsigned;SI;N/A;GET https://catalog.janis.in/api/sku;Restante;❌ BRECHA MEDIA: Stock mínimo para reposición - Verificar en WMS service;Chequeo por parte de Janis;;;;;;;;;;;;;;;;;
skus;modal;bigint unsigned;SI;modalType;GET https://catalog.janis.in/api/sku;Completa;Enum: mattresses, electronics, whiteLine, liquid, furniture, tires, chemical, refrigerated, glass, whiteGoods;Enum: mattresses, electronics, whiteLine, liquid, furniture, tires, chemical, refrigerated, glass, whiteGoods;;;;;;;;;;;;;;;;;
skus;base_price;float(12,2) unsigned;SI;price;https://pricing.janis.in/api/base-price/{id};Completa;❌ BRECHA CRÍTICA: Precio base del SKU - Solicitar endpoint GET /price a Janis;;;;;;;;;;;;;;;;;;
skus;status;bigint;SI;status;GET https://catalog.janis.in/api/sku;Completa;Estado del SKU;Estado del SKU;;;;;;;;;;;;;;;;;
skus;flags_client;int unsigned;SI;N/A;GET https://catalog.janis.in/api/sku;Restante;❌ BRECHA BAJA: Flags de configuración del cliente - Posiblemente campo interno;Valor Fijo,  comprobar si existe alguno distinto a 8;;;;;;;;;;;;;;;;;
skus;manufacturer_code;varchar(100);SI;manufacturerCode;GET https://catalog.janis.in/api/sku;Completa;Código del fabricante;Código del fabricante;;;;;;;;;;;;;;;;;
skus;date_created;bigint;SI;dateCreated;GET https://catalog.janis.in/api/sku;Completa;Conversión timestamp Unix → ISO 8601;Conversión timestamp Unix → ISO 8601;;;;;;;;;;;;;;;;;
categories;id;bigint;SI;id;https://catalog.janis.in/api/category;Parcial;categories id;Conversión bigint → string, valores diferentes por diseño;;;;;;;;;;;;;;;;;
categories;ref_id;int;SI;referenceId;https://catalog.janis.in/api/category;Completa;categories ref_id;Conversión int → string;;;;;;;;;;;;;;;;;
categories;name;varchar(100);SI;name;https://catalog.janis.in/api/category;Completa;categories name;;;;;;;;;;;;;;;;;;
categories;ref_parent;int unsigned;SI;parentId;https://catalog.janis.in/api/category;Completa;categories ref_parent;Referencia a categoría padre para jerarquía;;;;;;;;;;;;;;;;;
categories;status;int;SI;status;https://catalog.janis.in/api/category;Completa;categories status;Conversión int → string;;;;;;;;;;;;;;;;;
price;id;bigint;SI;id;https://pricing.janis.in/api/price;Completa;price id;ID del precio;;;;;;;;;;;;;;;;;
price;item_id;bigint unsigned;SI;sku;https://pricing.janis.in/api/price;Parcial;price item_id;SKU ID mapeado a sku;;;;;;;;;;;;;;;;;
price;store_id;bigint unsigned;SI;salesChannelId;https://pricing.janis.in/api/sc-sku-price;Parcial;price store_id;Requiere /sc-sku-price para precios por tienda;;;;;;;;;;;;;;;;;
price;price;float(12,2) unsigned;SI;price;https://pricing.janis.in/api/price;Completa;price price;Precio de venta;;;;;;;;;;;;;;;;;
price;list_price;float(12,2) unsigned;SI;listPrice;https://pricing.janis.in/api/price;Completa;price list_price;Precio de lista;;;;;;;;;;;;;;;;;
price;cost_price;float(12,2) unsigned;SI;costPrice;https://pricing.janis.in/api/price;Completa;price cost_price;Precio de costo;;;;;;;;;;;;;;;;;
price;store_price;float(12,2) unsigned;SI;price;https://pricing.janis.in/api/sc-sku-price;Parcial;price store_price;Precio específico por sales channel, requiere desagregación;;;;;;;;;;;;;;;;;
price;status;tinyint;SI;status;https://pricing.janis.in/api/price;Completa;price status;Estado del precio;;;;;;;;;;;;;;;;;
price;date_modified;bigint;SI;dateModified;https://pricing.janis.in/api/price;Completa;price date_modified;Conversión bigint timestamp → ISO 8601;;;;;;;;;;;;;;;;;
price;date_created;bigint;SI;dateCreated;https://pricing.janis.in/api/price;Completa;price date_created;Conversión bigint timestamp → ISO 8601;;;;;;;;;;;;;;;;;
brands;id;bigint unsigned;SI;id;https://catalog.janis.in/api/brand;Parcial;brands id;Conversión bigint → string, valores diferentes por diseño V1→V2;;;;;;;;;;;;;;;;;
brands;ref_id;bigint;SI;referenceId;https://catalog.janis.in/api/brand;Completa;brands ref_id;;;;;;;;;;;;;;;;;;
brands;name;varchar(100);SI;name;https://catalog.janis.in/api/brand;Completa;brands name;;;;;;;;;;;;;;;;;;
brands;status;smallint;SI;status;https://catalog.janis.in/api/brand;Completa;brands status;Conversión tinyint → string;;;;;;;;;;;;;;;;;
customers;id;bigint unsigned;SI; id (alfanumerico);https://crm.janis.in/api/customer;Parcial;ID alfanumérico en API vs numérico en BD. Usar email como clave única.;El id es alfanumerico en la API y bigint en la DB;;;;;;;;;;;;;;;;;
customers;vtex_id;varchar(50);SI;N/A;https://crm.janis.in/api/customer;Restante;BRECHA CRÍTICA: Posible equivalente commerceId no aparece en respuestas. Escalar a Janis.;;;;;;;;;;;;;;;;;;
customers;user_id;varchar(50);SI;commerceId;https://crm.janis.in/api/customer;Completa;BRECHA CRÍTICA: No existe en API. Clarificar con Janis si existe relación customer-user.;;;;;;;;;;;;;;;;;;
customers;doc_type;varchar(30);SI;documentType;https://crm.janis.in/api/customer;Completa;Normalización: doc_type → documentType;;;;;;;;;;;;;;;;;;
customers;doc;varchar(50);SI;documentNumber;https://crm.janis.in/api/customer;Completa;Normalización: doc → documentNumber;;;;;;;;;;;;;;;;;;
customers;email;varchar(100);SI;email;https://crm.janis.in/api/customer;Completa;Campo único para matcheo. También en array emails[]. API puede devolver emails enmascarados VTEX.;;;;;;;;;;;;;;;;;;
customers;firstname;varchar(100);SI;firstname;https://crm.janis.in/api/customer;Completa;Comparación case-insensitive recomendada;;;;;;;;;;;;;;;;;;
customers;lastname;varchar(100);SI;lastname;https://crm.janis.in/api/customer;Completa;Comparación case-insensitive recomendada;;;;;;;;;;;;;;;;;;
customers;phone;varchar(50);SI;phone;https://crm.janis.in/api/customer;Completa;También disponible en array phones[];;;;;;;;;;;;;;;;;;
customers;phone_alt;varchar(50);SI;phone;https://crm.janis.in/api/customer;;BRECHA CRÍTICA: No existe como campo individual. Alternativa: usar phones[1] del array phones[];Ahora se enlistan los telefonos, hay que convertir el arreglo;;;;;;;;;;;;;;;;;
customers;points_card;varchar(100);SI;pointsCard;https://crm.janis.in/api/customer;Completa;BRECHA CRÍTICA: Campo pointsCard no aparece en respuestas. Escalar a Janis.;;;;;;;;;;;;;;;;;;
customers;user_modified;bigint unsigned;SI;userModified;https://crm.janis.in/api/customer;Completa;Normalización: user_modified → userModified. Tipo: bigint → string;;;;;;;;;;;;;;;;;;
customers;date_modified;bigint;SI;dateModified;https://crm.janis.in/api/customer;Completa;Normalización: date_modified → dateModified. Conversión: timestamp Unix → ISO 8601;;;;;;;;;;;;;;;;;;
wms_order_picking;order_id;bigint;SI;orderIds[] (primer elemento);https://picking.janis.in/api/session;Completa;wms_order_picking order_id;Disponible en sesión, tomar primer elemento del array;;;;;;;;;;;;;;;;;
wms_order_picking;picker;bigint unsigned;SI;pickerId;https://picking.janis.in/api/session;Parcial;wms_order_picking picker;Se menciona en la API pero no aparece...;;;;;;;;;;;;;;;;;
wms_order_picking;pick_start_time;bigint;SI;startPickingTime;https://picking.janis.in/api/session;Parcial;wms_order_picking pick_start_time;Se menciona en la API pero no aparece...;;;;;;;;;;;;;;;;;
wms_order_picking;pick_end_time;bigint unsigned;SI;endPickingTime;https://picking.janis.in/api/session;Parcial;wms_order_picking pick_end_time;Se menciona en la API pero no aparece...;;;;;;;;;;;;;;;;;
wms_order_picking;total_time;smallint unsigned;SI;Derivado (endPickingTime - startPickingTime);https://picking.janis.in/api/session;Parcial;wms_order_picking total_time;Se calcula en ETL: (endPickingTime - startPickingTime) / 1000;;;;;;;;;;;;;;;;;
wms_order_picking;status;smallint unsigned;SI;status;https://picking.janis.in/api/session;Parcial;wms_order_picking status;Valores diferentes: BD usa números, API usa strings (pending/completed/etc);;;;;;;;;;;;;;;;;
picking_round_orders;picking_round;bigint;SI;N/A;https://picking.janis.in/api/session-picker-batch;Vacio;picking_round_orders picking_round;Tabla Vacia;;;;;;;;;;;;;;;;;
picking_round_orders;order_id;bigint;SI;orders[];https://picking.janis.in/api/session-picker-batch;Vacio;picking_round_orders order_id;Tabla Vacia;;;;;;;;;;;;;;;;;
stock;id;bigint;SI;[].id;https://wms.janis.in/api/stock;Completa;stock id;ID del registro de stock en API;;;;;;;;;;;;;;;;;
stock;item_id;bigint unsigned;SI;[].sku;https://wms.janis.in/api/stock;Completa;stock item_id;ID del SKU, filtrar con filters[sku];;;;;;;;;;;;;;;;;
stock;store_id;bigint unsigned;SI;warehouseName;https://wms.janis.in/api/stock;Completa;stock store_id;;;;;;;;;;;;;;;;;;
stock;warehouse_id;bigint unsigned;SI;[].warehouse;https://wms.janis.in/api/stock;Completa;stock warehouse_id;ID del warehouse, filtrar con filters[warehouse];;;;;;;;;;;;;;;;;
stock;stock;int unsigned;SI;[].stock;https://wms.janis.in/api/stock;Completa;stock stock;Cantidad total de stock;;;;;;;;;;;;;;;;;
stock;store_stock;int;SI;availableStock;https://wms.janis.in/api/stock;Completa;stock store_stock;;;;;;;;;;;;;;;;;;
stock;min_stock;int unsigned;SI;[].securityStock;https://wms.janis.in/api/stock;Completa;stock min_stock;Stock de seguridad mínimo;;;;;;;;;;;;;;;;;
stock;reserve_stock;int unsigned;SI;[].reservedStock;https://wms.janis.in/api/stock;Completa;stock reserve_stock;Stock reservado (no disponible);;;;;;;;;;;;;;;;;
stock;infinite_stock;tinyint(1);SI;[].infiniteStock;https://wms.janis.in/api/stock;Completa;stock infinite_stock;Boolean, indica si el stock es infinito;;;;;;;;;;;;;;;;;
stock;status;tinyint;SI;[].status;https://wms.janis.in/api/stock;Completa;stock status;Estado del stock: active o processing;;;;;;;;;;;;;;;;;
stock;date_modified;bigint;SI;[].dateModified;https://wms.janis.in/api/stock;Completa;stock date_modified;Fecha de modificación en formato ISO 8601;;;;;;;;;;;;;;;;;
stock;date_created;bigint;SI;[].dateCreated;https://wms.janis.in/api/stock;Completa;stock date_created;Fecha de creación en formato ISO 8601;;;;;;;;;;;;;;;;;
promotional_prices;id;bigint;SI;id;https://pricing.janis.in/api/price/{id};Nula;promotional_prices id;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;item_id;bigint unsigned;SI;sku;https://pricing.janis.in/api/price/{id};Nula;promotional_prices item_id;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;store_id;bigint unsigned;SI;priceSheet;https://pricing.janis.in/api/price/{id};Nula;promotional_prices store_id;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;price;float(12,2) unsigned;SI;Price;https://pricing.janis.in/api/price/{id};Nula;promotional_prices price;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;list_price;float(12,2) unsigned;SI;listPrice;https://pricing.janis.in/api/price/{id};Nula;promotional_prices list_price;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;cost_price;float(12,2) unsigned;SI;costPrice;https://pricing.janis.in/api/price/{id};Nula;promotional_prices cost_price;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;store_price;float(12,2) unsigned;SI;Price;https://pricing.janis.in/api/price/{id};Nula;promotional_prices store_price;No existe, misma de precio ;;Pasan a ser los mismos ya que la consulta es por tienda ;;;;;;;;;;;;;;;
promotional_prices;store_list_price;float(12,2) unsigned;SI;listPrice;https://pricing.janis.in/api/price/{id};Nula;promotional_prices store_list_price;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;store_cost_price;float(12,2) unsigned;SI;costPrice;https://pricing.janis.in/api/price/{id};Nula;promotional_prices store_cost_price;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;valid_from;bigint unsigned;SI;dateFrom;https://pricing.janis.in/api/price/{id};Nula;promotional_prices valid_from;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;valid_to;bigint unsigned;SI;dateTo;https://pricing.janis.in/api/price/{id};Nula;promotional_prices valid_to;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;expired;tinyint(1);SI;isExpired;https://pricing.janis.in/api/price/{id};Nula;promotional_prices expired;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;status;tinyint;SI;status;https://pricing.janis.in/api/price/{id};Nula;promotional_prices status;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;date_modified;bigint;SI;dateModified;https://pricing.janis.in/api/price/{id};Nula;promotional_prices date_modified;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotional_prices;date_created;bigint;SI;dateCreated;https://pricing.janis.in/api/price/{id};Nula;promotional_prices date_created;No existe, misma de precio ;;;;;;;;;;;;;;;;;
promotions;id;bigint unsigned;SI;N/A;;;promotions id;tabla vtex;;;;;;;;;;;;;;;;;
promotions;ecom_id;varchar(50);SI;N/A;;;promotions ecom_id;tabla vtex;;;;;;;;;;;;;;;;;
promotions;ref_id;varchar(36);SI;N/A;;;promotions ref_id;tabla vtex;;;;;;;;;;;;;;;;;
promotions;name;varchar(150);SI;N/A;;;promotions name;tabla vtex;;;;;;;;;;;;;;;;;
promotions;description;text;SI;N/A;;;promotions description;tabla vtex;;;;;;;;;;;;;;;;;
promotions;short_description;varchar(255);SI;N/A;;;promotions short_description;tabla vtex;;;;;;;;;;;;;;;;;
promotions;type;smallint unsigned;SI;N/A;;;promotions type;tabla vtex;;;;;;;;;;;;;;;;;
promotions;discount_type;tinyint unsigned;SI;N/A;;;promotions discount_type;tabla vtex;;;;;;;;;;;;;;;;;
promotions;value;float(10,2) unsigned;SI;N/A;;;promotions value;tabla vtex;;;;;;;;;;;;;;;;;
promotions;date_start;bigint;SI;N/A;;;promotions date_start;tabla vtex;;;;;;;;;;;;;;;;;
promotions;date_end;bigint;SI;N/A;;;promotions date_end;tabla vtex;;;;;;;;;;;;;;;;;
promotions;date_created;bigint;SI;N/A;;;promotions date_created;tabla vtex;;;;;;;;;;;;;;;;;
invoices;id;bigint;SI;invoices[].id;https://oms.janis.in/api/order;Completa;invoices id;ID de la factura;;;;;;;;;;;;;;;;;
invoices;order_id;bigint unsigned;SI;id;https://oms.janis.in/api/order;Completa;invoices order_id;ID de la orden (contexto);;;;;;;;;;;;;;;;;
invoices;number;varchar(80);SI;invoices[].number;https://oms.janis.in/api/order;Completa;invoices number;Número de factura;;;;;;;;;;;;;;;;;
invoices;amount;float(12,2) unsigned;SI;invoices[].amount;https://oms.janis.in/api/order;Completa;invoices amount;Monto de la factura;;;;;;;;;;;;;;;;;
invoices;date_invoiced;bigint;SI;invoices[].dateCreated;https://oms.janis.in/api/order;Completa;invoices date_invoiced;Conversión Unix timestamp → ISO 8601;;;;;;;;;;;;;;;;;
invoices;type;bigint unsigned;SI;invoices[].type;https://oms.janis.in/api/order;Completa;invoices type;Tipo de factura;;;;;;;;;;;;;;;;;
ff_comments;id;bigint unsigned;SI;?filters[service]=oms;https://conversation.janisq.in/api/thread?filters[service]=oms;;ff_comments id;Comentarios por entidad: ejemplo ?filters[service]=oms&filters[entity]=order&filters[entityId]=6928bbe21d61c8376bc46ec4;;;;;;;;;;;;;;;;;
